job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings,total_skills,experience_category
7518,Business Analyst,Startup,Healthcare,USA,Hybrid,Mid,10,PhD,0,0,0,1,0,86436,9,2020,Medium,2,1,Senior
7519,Machine Learning Engineer,MNC,Healthcare,USA,Onsite,Mid,4,Bachelor,0,1,0,1,0,150737,10,2020,Low,4,2,Mid
7520,Data Analyst,Medium,Retail,Germany,Hybrid,Entry,13,Bachelor,1,0,0,1,1,74708,11,2026,Medium,5,3,Senior
7521,Business Analyst,Medium,Education,Singapore,Onsite,Mid,8,Bachelor,0,1,1,1,0,108943,12,2025,High,6,3,Senior
7522,AI Engineer,MNC,Retail,India,Hybrid,Senior,13,PhD,1,0,0,0,1,170188,10,2021,High,7,2,Senior
7523,Machine Learning Engineer,Startup,Retail,Australia,Onsite,Entry,2,Master,0,0,1,0,1,110845,6,2023,High,7,2,Entry
7524,Business Analyst,Startup,Education,Australia,Remote,Entry,13,PhD,0,1,0,0,0,47226,9,2022,High,9,1,Senior
7525,Data Analyst,Startup,Retail,Germany,Onsite,Senior,12,Bachelor,1,1,0,1,0,118472,10,2022,Medium,2,3,Senior
7526,AI Engineer,MNC,Healthcare,UK,Onsite,Mid,3,Bachelor,0,1,1,1,0,162247,8,2025,High,5,3,Entry
7527,Machine Learning Engineer,Enterprise,Finance,UK,Onsite,Senior,10,Bachelor,1,1,0,1,1,161167,9,2025,Medium,1,4,Senior
7528,Data Analyst,Startup,E-commerce,USA,Hybrid,Senior,5,Bachelor,1,1,0,1,1,123833,3,2021,Low,2,4,Mid
7529,Business Analyst,MNC,Education,USA,Hybrid,Mid,5,Bachelor,0,1,1,1,0,126490,2,2026,High,6,3,Mid
7530,AI Engineer,Startup,Education,Australia,Onsite,Senior,3,PhD,1,0,0,0,0,142474,10,2025,Low,4,1,Entry
7531,Machine Learning Engineer,Enterprise,E-commerce,UK,Hybrid,Mid,10,PhD,1,0,1,0,0,129505,2,2020,Medium,1,2,Senior
7532,Machine Learning Engineer,MNC,E-commerce,Singapore,Hybrid,Entry,14,PhD,0,0,0,0,1,123370,5,2022,Medium,5,1,Senior
7533,Data Analyst,Startup,Education,Singapore,Onsite,Mid,10,Master,0,0,1,0,0,92661,12,2022,High,7,1,Senior
7534,Machine Learning Engineer,MNC,Finance,Singapore,Remote,Mid,9,PhD,1,0,1,0,1,160767,7,2025,Medium,1,3,Senior
7535,AI Engineer,Enterprise,Retail,Australia,Hybrid,Entry,4,PhD,0,1,0,0,0,93612,10,2024,Low,5,1,Mid
7536,Data Engineer,Medium,Healthcare,India,Hybrid,Senior,14,Master,0,1,1,1,1,140436,2,2020,High,4,4,Senior
7537,Data Analyst,Enterprise,Finance,USA,Hybrid,Entry,1,Master,0,0,1,0,1,79803,10,2021,Low,6,2,Entry
7538,Data Analyst,Medium,Retail,Australia,Remote,Senior,1,Bachelor,0,0,1,0,0,112901,2,2021,High,9,1,Entry
7539,Data Analyst,Enterprise,Finance,Canada,Hybrid,Senior,13,Master,0,1,1,1,0,134205,4,2025,High,8,3,Senior
7540,Business Analyst,Enterprise,Finance,Canada,Onsite,Entry,12,Master,0,1,1,0,0,61273,2,2022,High,7,2,Senior
7541,Data Analyst,Enterprise,Finance,UK,Hybrid,Mid,0,Master,0,0,1,0,1,100472,9,2022,Low,3,2,Entry
7542,Data Scientist,Enterprise,Education,Singapore,Onsite,Mid,10,Master,1,1,1,0,1,99220,11,2025,Medium,3,4,Senior
7543,Data Engineer,MNC,Education,Singapore,Remote,Senior,1,Bachelor,0,0,1,1,0,148730,8,2024,High,2,2,Entry
7544,Data Scientist,Medium,Education,USA,Remote,Senior,2,Bachelor,0,1,0,0,1,105712,9,2022,High,7,2,Entry
7545,Machine Learning Engineer,Medium,Healthcare,Canada,Remote,Mid,14,Master,1,0,1,1,1,153081,4,2022,High,7,4,Senior
7546,Machine Learning Engineer,Enterprise,Finance,Canada,Hybrid,Entry,11,Bachelor,0,1,1,0,1,111752,1,2023,High,8,3,Senior
7547,AI Engineer,MNC,E-commerce,India,Hybrid,Senior,12,Bachelor,0,1,0,1,0,178856,3,2024,Medium,3,2,Senior
7548,Business Analyst,Startup,Healthcare,Canada,Hybrid,Entry,5,Bachelor,1,1,1,1,1,88833,11,2024,High,7,5,Mid
7549,Business Analyst,Enterprise,E-commerce,Canada,Onsite,Entry,1,Master,1,1,0,0,1,61014,3,2023,Low,4,3,Entry
7550,Data Engineer,Startup,Technology,Canada,Onsite,Senior,5,PhD,1,0,1,0,1,129808,10,2026,Low,3,3,Mid
7551,Business Analyst,Medium,E-commerce,USA,Hybrid,Senior,10,Bachelor,0,1,0,0,0,101873,4,2023,Medium,3,1,Senior
7552,Data Analyst,Startup,E-commerce,Australia,Hybrid,Senior,7,PhD,0,1,0,0,0,104407,3,2024,Low,3,1,Mid
7553,Data Analyst,Medium,Finance,Singapore,Onsite,Entry,13,PhD,1,0,0,1,1,76853,8,2025,Medium,4,3,Senior
7554,Data Engineer,Startup,Retail,Canada,Hybrid,Entry,10,Bachelor,0,0,1,0,1,70671,10,2023,High,9,2,Senior
7555,Business Analyst,MNC,Technology,India,Onsite,Mid,1,PhD,0,1,1,1,0,120377,12,2020,High,3,3,Entry
7556,Data Scientist,Startup,Finance,India,Remote,Entry,6,Master,0,0,0,1,1,77803,9,2024,High,7,2,Mid
7557,AI Engineer,Startup,Education,Germany,Remote,Mid,9,PhD,0,1,1,1,0,144778,5,2024,High,5,3,Senior
7558,Business Analyst,Enterprise,Technology,Germany,Hybrid,Mid,2,PhD,0,1,1,0,1,96779,11,2020,Low,4,3,Entry
7559,AI Engineer,Medium,Education,Singapore,Onsite,Senior,7,PhD,0,0,0,0,1,151536,3,2024,Low,5,1,Mid
7560,Machine Learning Engineer,Medium,Technology,Australia,Hybrid,Senior,4,Bachelor,1,1,0,1,0,150734,12,2021,High,7,3,Mid
7561,Data Engineer,Enterprise,E-commerce,Canada,Remote,Mid,7,Master,1,1,1,0,0,90134,11,2025,Low,4,3,Mid
7562,Business Analyst,MNC,Technology,India,Hybrid,Entry,0,Master,1,0,1,0,1,94434,2,2026,Low,1,3,Entry
7563,Data Engineer,Startup,Retail,Canada,Hybrid,Senior,10,PhD,1,1,1,0,1,124141,5,2026,Medium,5,4,Senior
7564,Business Analyst,Startup,Healthcare,India,Hybrid,Senior,9,Master,1,1,0,1,0,115529,9,2026,Medium,4,3,Senior
7565,Data Engineer,MNC,Healthcare,India,Onsite,Entry,4,PhD,0,1,0,0,1,83848,10,2024,Low,1,2,Mid
7566,Data Engineer,Medium,Finance,Canada,Hybrid,Entry,3,PhD,0,0,1,0,1,74209,12,2025,High,8,2,Entry
7567,Machine Learning Engineer,Enterprise,Education,UK,Onsite,Entry,11,Master,1,0,0,1,0,102553,6,2021,High,8,2,Senior
7568,Machine Learning Engineer,Enterprise,E-commerce,UK,Onsite,Entry,11,PhD,1,0,0,0,1,104734,6,2022,Medium,2,2,Senior
7569,Data Engineer,MNC,Technology,Germany,Hybrid,Entry,9,Master,1,1,0,1,1,97146,6,2026,Medium,3,4,Senior
7570,Data Engineer,MNC,Finance,Canada,Onsite,Entry,12,Bachelor,0,0,0,1,0,89076,1,2022,Medium,4,1,Senior
7571,Business Analyst,Startup,Retail,India,Hybrid,Entry,5,PhD,1,1,1,0,1,73843,2,2020,High,8,4,Mid
7572,Data Engineer,Startup,Education,UK,Onsite,Senior,4,Bachelor,1,1,0,1,1,128608,8,2020,Low,6,4,Mid
7573,Data Analyst,Enterprise,Retail,Australia,Hybrid,Senior,13,PhD,1,0,1,1,1,143240,5,2024,High,3,4,Senior
7574,Data Engineer,MNC,Education,Singapore,Onsite,Entry,7,Bachelor,1,0,0,0,1,83206,12,2024,High,7,2,Mid
7575,Machine Learning Engineer,Medium,Healthcare,Singapore,Hybrid,Entry,9,PhD,1,1,1,1,0,116159,12,2024,High,5,4,Senior
7576,Data Analyst,Startup,Education,Canada,Onsite,Entry,9,PhD,0,0,1,0,1,78887,2,2020,Medium,1,2,Senior
7577,Data Engineer,Startup,Retail,Canada,Onsite,Entry,14,Master,1,1,1,1,0,76330,8,2021,High,1,4,Senior
7578,Business Analyst,Startup,Technology,Australia,Hybrid,Entry,11,Master,0,1,0,1,1,73853,10,2023,Medium,5,3,Senior
7579,Business Analyst,Medium,Finance,Canada,Remote,Senior,14,PhD,0,0,1,0,0,117728,9,2023,Medium,3,1,Senior
7580,Machine Learning Engineer,Startup,Finance,UK,Remote,Senior,9,Bachelor,0,1,0,1,1,161365,10,2025,Medium,6,3,Senior
7581,Business Analyst,MNC,Technology,India,Remote,Mid,11,PhD,0,1,0,1,0,112430,7,2021,High,9,2,Senior
7582,Data Scientist,Medium,Technology,Australia,Onsite,Senior,2,Master,0,0,0,0,1,111655,1,2025,Low,1,1,Entry
7583,AI Engineer,Enterprise,Healthcare,India,Onsite,Senior,3,Bachelor,0,0,0,1,0,150666,11,2023,High,8,1,Entry
7584,Data Analyst,Enterprise,Technology,Australia,Onsite,Mid,8,Master,1,0,0,0,1,89926,1,2023,Medium,3,2,Senior
7585,AI Engineer,MNC,Education,Germany,Onsite,Entry,9,Master,0,1,1,0,1,137487,4,2025,Medium,5,3,Senior
7586,Business Analyst,Medium,Retail,Australia,Remote,Mid,7,PhD,1,1,1,0,1,96442,8,2021,Low,1,4,Mid
7587,AI Engineer,Enterprise,Technology,UK,Remote,Mid,11,Bachelor,0,1,0,1,0,131502,5,2020,Medium,4,2,Senior
7588,Business Analyst,Medium,Healthcare,USA,Remote,Senior,4,PhD,1,0,0,1,0,114664,4,2022,Low,1,2,Mid
7589,Data Engineer,Enterprise,Education,India,Remote,Entry,8,PhD,1,0,0,1,1,71014,2,2020,Medium,1,3,Senior
7590,Data Analyst,Startup,Technology,UK,Onsite,Mid,13,Bachelor,1,1,1,0,1,104668,1,2021,Medium,6,4,Senior
7591,Business Analyst,Startup,Technology,India,Onsite,Senior,5,Bachelor,0,0,1,0,1,121952,5,2026,Low,3,2,Mid
7592,Data Scientist,MNC,Education,Australia,Hybrid,Entry,4,Bachelor,0,0,0,0,0,67646,3,2022,High,7,0,Mid
7593,Data Engineer,Medium,Finance,Germany,Remote,Entry,11,Bachelor,0,0,1,1,1,90766,10,2022,High,7,3,Senior
7594,Data Scientist,Startup,Retail,Singapore,Onsite,Mid,5,Bachelor,1,0,1,1,0,107210,7,2026,High,2,3,Mid
7595,AI Engineer,MNC,Healthcare,Australia,Remote,Mid,4,PhD,0,1,0,1,0,154757,12,2022,High,7,2,Mid
7596,AI Engineer,Medium,Education,UK,Onsite,Entry,2,PhD,1,1,1,0,1,116334,11,2022,Low,2,4,Entry
7597,Data Analyst,Startup,Healthcare,Canada,Remote,Senior,10,Master,0,1,1,1,1,139666,2,2022,High,1,4,Senior
7598,Data Engineer,Enterprise,E-commerce,Canada,Onsite,Entry,13,PhD,1,1,1,0,0,61657,5,2026,High,8,3,Senior
7599,Data Analyst,Medium,Healthcare,Singapore,Remote,Senior,5,PhD,1,0,1,1,0,127923,6,2023,High,5,3,Mid
7600,Data Engineer,MNC,Education,Canada,Remote,Senior,2,Master,1,0,1,0,0,139403,11,2025,Low,5,2,Entry
7601,Data Scientist,Enterprise,E-commerce,Singapore,Onsite,Entry,2,Bachelor,0,0,0,1,0,68339,8,2025,Low,1,1,Entry
7602,Business Analyst,Medium,Technology,Singapore,Remote,Entry,9,Master,1,1,0,0,1,57573,12,2026,Medium,5,3,Senior
7603,Data Analyst,Medium,Finance,Germany,Remote,Mid,9,PhD,1,1,1,0,1,97028,9,2020,Medium,6,4,Senior
7604,Data Analyst,MNC,Healthcare,USA,Remote,Entry,13,PhD,1,1,0,1,0,85192,3,2024,Medium,5,3,Senior
7605,Business Analyst,Enterprise,Retail,India,Hybrid,Senior,0,PhD,0,1,0,0,0,97506,9,2020,Low,5,1,Entry
7606,Business Analyst,Medium,E-commerce,India,Remote,Entry,3,Bachelor,1,1,0,0,0,46848,12,2026,Low,1,2,Entry
7607,Data Scientist,MNC,E-commerce,UK,Remote,Entry,7,Master,0,1,0,0,0,73501,8,2023,Low,2,1,Mid
7608,Data Scientist,Startup,Technology,India,Hybrid,Mid,1,PhD,1,1,0,1,0,92566,3,2023,High,7,3,Entry
7609,Data Analyst,MNC,Retail,Singapore,Hybrid,Senior,8,Master,1,1,0,0,1,130719,6,2023,High,8,3,Senior
7610,Data Analyst,Startup,E-commerce,Germany,Remote,Entry,2,PhD,1,1,0,1,1,73821,1,2024,Low,2,4,Entry
7611,Business Analyst,MNC,Finance,Australia,Onsite,Entry,13,PhD,1,1,0,1,1,98894,9,2023,High,8,4,Senior
7612,Business Analyst,Startup,Healthcare,India,Onsite,Entry,4,PhD,1,1,1,0,0,66248,9,2024,Low,6,3,Mid
7613,Data Analyst,Startup,Retail,Singapore,Onsite,Senior,6,Master,0,1,0,0,1,105278,1,2021,High,8,2,Mid
7614,AI Engineer,Medium,E-commerce,Canada,Onsite,Mid,6,PhD,0,0,1,0,0,130213,3,2025,Low,1,1,Mid
7615,Business Analyst,MNC,Finance,UK,Hybrid,Senior,8,Master,0,0,1,0,0,138959,9,2020,Medium,4,1,Senior
7616,Data Engineer,Startup,Education,Canada,Remote,Mid,7,Master,0,0,1,1,0,104828,8,2020,High,1,2,Mid
7617,Data Engineer,Enterprise,E-commerce,India,Hybrid,Entry,0,PhD,0,1,1,0,0,61961,2,2023,High,9,2,Entry
7618,Data Engineer,Startup,Healthcare,Canada,Onsite,Senior,12,Master,0,1,1,0,0,114178,2,2023,Medium,6,2,Senior
7619,Data Engineer,Enterprise,Finance,USA,Remote,Entry,4,Bachelor,1,1,0,0,0,49893,9,2020,High,8,2,Mid
7620,Machine Learning Engineer,MNC,Retail,Singapore,Onsite,Entry,10,Master,0,0,0,0,0,109750,9,2026,Medium,4,0,Senior
7621,Data Scientist,MNC,Healthcare,Australia,Onsite,Entry,12,Master,1,1,1,1,0,95539,10,2024,High,5,4,Senior
7622,Data Scientist,Enterprise,Education,UK,Onsite,Senior,8,Master,1,1,1,0,0,110345,6,2024,Medium,4,3,Senior
7623,Data Engineer,Enterprise,Healthcare,USA,Hybrid,Mid,10,PhD,1,1,0,0,1,85941,6,2026,High,8,3,Senior
7624,Data Scientist,MNC,Education,Australia,Onsite,Senior,5,PhD,0,1,1,1,0,153572,7,2025,High,7,3,Mid
7625,Data Scientist,Startup,Retail,Singapore,Remote,Entry,0,PhD,1,1,0,0,1,57606,12,2020,Low,6,3,Entry
7626,Data Engineer,Startup,Healthcare,Germany,Remote,Senior,14,Master,1,0,0,0,1,106419,7,2024,Medium,3,2,Senior
7627,Data Analyst,Enterprise,Finance,Australia,Remote,Mid,8,PhD,1,0,1,1,0,101443,10,2025,High,1,3,Senior
7628,Data Engineer,Enterprise,Healthcare,Canada,Remote,Senior,9,PhD,1,0,1,1,0,133191,12,2025,High,2,3,Senior
7629,Data Engineer,Medium,E-commerce,Singapore,Remote,Mid,10,PhD,1,0,1,0,0,91786,12,2023,High,9,2,Senior
7630,Business Analyst,MNC,Healthcare,Singapore,Hybrid,Mid,13,PhD,1,0,0,0,0,92235,6,2023,Medium,2,1,Senior
7631,Business Analyst,Medium,Retail,Singapore,Hybrid,Mid,2,Master,1,1,1,1,1,114174,10,2020,High,3,5,Entry
7632,Data Scientist,Enterprise,Technology,Germany,Onsite,Senior,8,Master,1,0,1,1,1,136208,3,2022,High,6,4,Senior
7633,Data Analyst,MNC,Healthcare,Canada,Onsite,Entry,3,Master,0,1,1,1,1,113110,3,2024,High,7,4,Entry
7634,Data Scientist,Medium,Finance,Australia,Hybrid,Mid,6,Master,1,1,1,1,0,104522,9,2024,High,2,4,Mid
7635,AI Engineer,Medium,Retail,India,Remote,Mid,10,Bachelor,1,1,0,0,0,114317,12,2024,Medium,5,2,Senior
7636,Data Scientist,Enterprise,Healthcare,Canada,Onsite,Senior,9,Master,0,1,1,0,1,123079,7,2026,Medium,6,3,Senior
7637,AI Engineer,Startup,Retail,Canada,Hybrid,Senior,14,Master,0,0,0,0,1,153136,3,2024,High,7,1,Senior
7638,Data Engineer,MNC,Finance,Australia,Onsite,Entry,9,Master,0,0,1,0,1,93608,1,2022,Medium,2,2,Senior
7639,Machine Learning Engineer,Enterprise,Education,USA,Remote,Senior,10,Master,1,1,1,1,1,180075,7,2026,High,5,5,Senior
7640,AI Engineer,Medium,Technology,Australia,Hybrid,Entry,14,Master,1,1,1,0,0,103670,10,2024,Medium,1,3,Senior
7641,Data Analyst,MNC,E-commerce,Canada,Remote,Mid,13,Bachelor,0,0,0,0,1,103222,8,2026,Medium,6,1,Senior
7642,AI Engineer,Medium,Finance,UK,Hybrid,Entry,9,PhD,1,1,1,1,0,122453,9,2022,High,5,4,Senior
7643,Data Analyst,Enterprise,Healthcare,India,Onsite,Entry,2,Bachelor,1,1,1,1,1,87212,7,2023,High,1,5,Entry
7644,Data Scientist,MNC,Education,USA,Remote,Mid,0,PhD,1,1,1,1,0,120528,11,2021,High,9,4,Entry
7645,Business Analyst,Enterprise,E-commerce,UK,Hybrid,Mid,11,PhD,0,0,1,0,0,86643,4,2021,High,7,1,Senior
7646,Business Analyst,Startup,Finance,Germany,Remote,Senior,10,Bachelor,0,0,1,1,0,131435,1,2025,High,7,2,Senior
7647,Business Analyst,MNC,Healthcare,Singapore,Hybrid,Entry,2,PhD,0,1,1,0,1,98297,4,2024,Low,1,3,Entry
7648,Data Analyst,Startup,Finance,Australia,Remote,Mid,4,Bachelor,0,1,0,1,0,85913,11,2024,High,7,2,Mid
7649,Business Analyst,Startup,Technology,Germany,Onsite,Mid,10,Bachelor,0,1,1,0,1,103714,12,2025,Medium,6,3,Senior
7650,Machine Learning Engineer,Enterprise,Finance,Australia,Remote,Entry,7,Master,0,0,1,0,1,110021,4,2020,High,7,2,Mid
7651,AI Engineer,Enterprise,E-commerce,India,Hybrid,Senior,4,Master,1,0,0,0,1,153394,12,2026,High,9,2,Mid
7652,Data Analyst,Enterprise,Retail,Germany,Hybrid,Senior,0,Bachelor,1,1,1,0,1,126762,4,2023,Low,6,4,Entry
7653,Business Analyst,Startup,Retail,UK,Onsite,Senior,7,PhD,1,1,0,1,1,122884,4,2022,Low,6,4,Mid
7654,Data Engineer,Enterprise,Education,USA,Remote,Mid,13,PhD,1,0,1,1,1,117655,1,2024,High,1,4,Senior
7655,Machine Learning Engineer,Medium,Technology,UK,Onsite,Entry,7,PhD,1,0,1,1,0,123015,2,2023,High,9,3,Mid
7656,Data Scientist,Enterprise,Healthcare,UK,Hybrid,Senior,10,Master,1,0,1,0,0,113061,2,2025,Medium,2,2,Senior
7657,Data Analyst,Enterprise,Finance,USA,Onsite,Entry,9,Bachelor,1,0,0,0,1,56615,8,2026,Medium,1,2,Senior
7658,Business Analyst,Medium,Technology,India,Remote,Mid,9,Bachelor,0,0,1,1,1,115458,5,2024,High,5,3,Senior
7659,Business Analyst,MNC,Education,Canada,Hybrid,Entry,3,Master,0,1,1,0,0,82781,3,2021,Low,6,2,Entry
7660,Data Engineer,Enterprise,E-commerce,Singapore,Remote,Senior,10,Master,0,0,0,1,1,124415,2,2024,Medium,3,2,Senior
7661,Business Analyst,Enterprise,Finance,USA,Hybrid,Senior,12,Bachelor,1,1,0,0,1,106661,12,2021,High,9,3,Senior
7662,Machine Learning Engineer,Enterprise,E-commerce,Germany,Hybrid,Entry,13,Master,1,1,0,1,1,117996,4,2022,High,7,4,Senior
7663,Machine Learning Engineer,MNC,Finance,Singapore,Onsite,Mid,14,Bachelor,1,0,0,0,0,139596,4,2020,Medium,5,1,Senior
7664,Data Engineer,Enterprise,Retail,UK,Onsite,Entry,10,Bachelor,0,0,0,0,0,46117,8,2020,Medium,2,0,Senior
7665,Data Analyst,Medium,Technology,India,Onsite,Entry,1,Bachelor,1,1,1,1,1,92675,7,2021,High,1,5,Entry
7666,Data Engineer,MNC,Technology,Singapore,Remote,Mid,5,Bachelor,0,0,1,1,0,129205,6,2020,High,7,2,Mid
7667,Data Scientist,Startup,Finance,UK,Remote,Mid,11,Master,1,0,1,0,1,99006,7,2024,Medium,6,3,Senior
7668,Data Analyst,MNC,Retail,UK,Remote,Entry,2,Master,1,1,1,1,1,108012,11,2025,High,5,5,Entry
7669,Data Engineer,Startup,Retail,India,Onsite,Senior,8,Master,0,1,0,0,0,99394,11,2022,Medium,5,1,Senior
7670,Data Analyst,Startup,Healthcare,UK,Remote,Entry,8,Master,1,0,0,0,1,63181,5,2020,Medium,2,2,Senior
7671,Business Analyst,MNC,Finance,Australia,Hybrid,Mid,6,PhD,0,1,0,0,1,101831,9,2026,Low,5,2,Mid
7672,Data Engineer,Medium,Healthcare,UK,Remote,Senior,3,Bachelor,1,1,1,0,1,124117,6,2021,High,7,4,Entry
7673,Data Analyst,MNC,Education,Singapore,Onsite,Entry,12,Master,0,0,1,0,1,94538,5,2024,High,7,2,Senior
7674,AI Engineer,Startup,Finance,Australia,Remote,Entry,2,Bachelor,1,0,0,1,1,114074,10,2021,High,7,3,Entry
7675,Data Analyst,Enterprise,Finance,Germany,Onsite,Mid,1,Master,1,1,0,0,1,89103,2,2021,Low,4,3,Entry
7676,Data Engineer,Startup,Healthcare,Singapore,Remote,Senior,2,Bachelor,0,0,0,1,1,127086,5,2025,Low,4,2,Entry
7677,Business Analyst,Startup,E-commerce,Canada,Onsite,Entry,1,Bachelor,0,0,1,0,0,62665,9,2022,High,7,1,Entry
7678,Data Engineer,Medium,E-commerce,USA,Remote,Senior,2,Master,0,0,1,0,0,115904,2,2021,High,9,1,Entry
7679,AI Engineer,Startup,Healthcare,USA,Onsite,Senior,3,PhD,1,0,0,1,1,164709,10,2020,Low,6,3,Entry
7680,Data Scientist,Enterprise,Technology,Canada,Hybrid,Senior,0,Bachelor,0,1,0,0,1,112801,3,2020,Low,5,2,Entry
7681,Business Analyst,MNC,Healthcare,Singapore,Remote,Mid,4,Master,0,1,0,1,0,111942,7,2024,Low,3,2,Mid
7682,Business Analyst,Enterprise,E-commerce,UK,Remote,Entry,9,Bachelor,1,1,0,1,0,64231,5,2025,Medium,3,3,Senior
7683,AI Engineer,MNC,Education,UK,Onsite,Entry,4,Master,1,1,1,1,1,147503,7,2021,High,4,5,Mid
7684,Machine Learning Engineer,Medium,Technology,USA,Hybrid,Senior,11,Master,0,1,0,0,0,143614,8,2023,High,9,1,Senior
7685,Business Analyst,Enterprise,E-commerce,UK,Remote,Senior,9,Master,1,1,0,0,0,99595,10,2021,Medium,6,2,Senior
7686,Business Analyst,Medium,Technology,Germany,Hybrid,Senior,7,Bachelor,1,0,1,0,0,111718,6,2023,Low,6,2,Mid
7687,AI Engineer,Medium,Healthcare,India,Onsite,Mid,5,Master,0,0,1,1,1,155665,7,2024,High,2,3,Mid
7688,Business Analyst,Enterprise,Finance,Singapore,Remote,Senior,0,Bachelor,0,1,1,1,0,131017,4,2022,High,9,3,Entry
7689,Business Analyst,Startup,Finance,USA,Remote,Mid,1,Bachelor,0,1,0,0,0,71736,3,2025,High,8,1,Entry
7690,Data Scientist,Enterprise,Healthcare,Australia,Onsite,Entry,6,PhD,1,0,1,1,0,82219,5,2024,High,3,3,Mid
7691,Data Engineer,Startup,Finance,Australia,Onsite,Mid,5,Bachelor,1,0,0,0,1,88870,8,2021,High,9,2,Mid
7692,Data Analyst,Startup,E-commerce,India,Remote,Senior,11,Master,0,1,0,1,0,110525,3,2022,Medium,6,2,Senior
7693,Data Engineer,Startup,E-commerce,Singapore,Remote,Entry,9,Master,0,1,0,1,1,76640,10,2024,Medium,4,3,Senior
7694,AI Engineer,Startup,Retail,Germany,Remote,Mid,10,Master,0,0,0,0,1,126251,4,2020,High,8,1,Senior
7695,Business Analyst,Enterprise,Finance,UK,Onsite,Entry,3,Bachelor,1,0,1,1,1,89111,4,2021,High,4,4,Entry
7696,Data Engineer,MNC,Technology,Australia,Remote,Senior,0,Bachelor,0,0,0,1,0,136722,12,2021,Low,4,1,Entry
7697,Data Engineer,Startup,Retail,UK,Hybrid,Senior,8,PhD,1,0,0,0,0,104544,5,2022,High,7,1,Senior
7698,Machine Learning Engineer,MNC,Healthcare,Canada,Hybrid,Mid,0,PhD,0,0,1,0,0,150353,7,2026,High,7,1,Entry
7699,AI Engineer,Startup,Healthcare,India,Onsite,Senior,12,Bachelor,1,1,1,0,1,168823,10,2021,Medium,6,4,Senior
7700,Data Analyst,Medium,Technology,Singapore,Onsite,Entry,1,Master,0,1,1,1,0,75703,12,2022,High,7,3,Entry
7701,Machine Learning Engineer,Medium,Education,Canada,Remote,Entry,2,Master,0,1,1,1,1,128190,8,2023,High,2,4,Entry
7702,Machine Learning Engineer,Startup,Finance,Australia,Onsite,Mid,2,Master,0,0,0,1,0,132979,11,2024,Low,2,1,Entry
7703,Data Engineer,Enterprise,Finance,USA,Onsite,Senior,3,PhD,1,1,1,0,1,122658,6,2022,Low,2,4,Entry
7704,Machine Learning Engineer,Startup,Finance,UK,Hybrid,Senior,8,Bachelor,0,1,0,1,0,159979,11,2020,Medium,2,2,Senior
7705,Machine Learning Engineer,Medium,Technology,Singapore,Remote,Mid,11,Master,0,1,0,1,1,138639,8,2024,High,7,3,Senior
7706,Data Analyst,Medium,Technology,UK,Remote,Senior,1,Master,1,0,1,0,0,115161,4,2024,Low,3,2,Entry
7707,Data Engineer,MNC,Healthcare,Germany,Onsite,Entry,7,Bachelor,1,1,0,0,1,82038,8,2025,Low,1,3,Mid
7708,Business Analyst,Startup,Technology,Australia,Hybrid,Senior,11,Master,0,1,1,0,1,126463,8,2022,Medium,4,3,Senior
7709,Business Analyst,Enterprise,Healthcare,Canada,Hybrid,Entry,3,Bachelor,0,1,0,0,0,47415,12,2026,Low,1,1,Entry
7710,Business Analyst,Enterprise,E-commerce,UK,Remote,Entry,2,Bachelor,0,0,1,1,0,84928,11,2021,High,8,2,Entry
7711,AI Engineer,Startup,Technology,Australia,Remote,Mid,3,PhD,0,0,0,1,0,130084,12,2022,Low,4,1,Entry
7712,AI Engineer,Startup,E-commerce,India,Onsite,Senior,13,Bachelor,1,1,1,1,1,184378,11,2023,High,3,5,Senior
7713,Data Analyst,Medium,Education,Singapore,Onsite,Entry,0,Master,0,1,0,1,0,66707,2,2022,Low,5,2,Entry
7714,Data Analyst,Enterprise,Healthcare,Germany,Remote,Mid,9,Master,0,1,0,1,1,100672,5,2025,Medium,6,3,Senior
7715,AI Engineer,Startup,Healthcare,Australia,Hybrid,Entry,5,PhD,1,1,1,1,1,125371,11,2025,High,6,5,Mid
7716,Data Scientist,Enterprise,Technology,India,Onsite,Mid,5,PhD,0,1,0,0,1,81147,3,2021,Low,3,2,Mid
7717,Business Analyst,Medium,Finance,Australia,Onsite,Entry,3,Master,0,1,0,1,0,60619,7,2020,Low,6,2,Entry
7718,AI Engineer,MNC,Healthcare,Australia,Hybrid,Senior,1,Master,1,0,1,0,0,174933,2,2023,Low,3,2,Entry
7719,AI Engineer,Medium,Finance,Germany,Remote,Entry,13,Master,1,0,0,0,1,96230,11,2020,Medium,5,2,Senior
7720,Machine Learning Engineer,Startup,Retail,Australia,Remote,Mid,12,PhD,1,0,0,0,1,121281,9,2025,Medium,2,2,Senior
7721,Machine Learning Engineer,MNC,Healthcare,Canada,Remote,Senior,7,Bachelor,0,1,1,0,1,187503,8,2021,Low,2,3,Mid
7722,Machine Learning Engineer,Enterprise,Technology,Canada,Hybrid,Senior,9,Master,0,0,1,0,1,169888,6,2024,Medium,1,2,Senior
7723,AI Engineer,MNC,Technology,USA,Remote,Senior,4,Bachelor,1,0,1,0,0,178454,9,2022,Low,1,2,Mid
